Customer ID,LifeStage
12737,Growing
12738,New
12739,VIP
12741,Growing
12742,AtRisk
12744,Growing
12745,Growing
12746,Normal
12747,VIP
12748,VIP
12749,VIP
12751,New
12755,VIP
12758,Growing
12759,VIP
12760,New
12761,Growing
12763,New
12765,Growing
12766,VIP
12767,New
12768,New
12770,Normal
12771,Normal
12773,AtRisk
12774,Normal
12775,Active
12776,AtRisk
12777,Normal
12778,Active
12779,VIP
12780,AtRisk
12782,VIP
12784,Normal
12785,Growing
12786,AtRisk
12787,New
12788,Growing
12789,Growing
12790,New
12791,Active
12792,Normal
12793,Active
12796,AtRisk
12797,Active
12798,New
12799,Normal
12800,Growing
12801,Normal
12802,Growing
12803,New
12804,Growing
12805,VIP
12806,Growing
12807,New
12808,Active
12809,AtRisk
12810,Growing
12811,Active
12813,Growing
12817,Active
12819,Normal
12820,VIP
12821,AtRisk
12823,VIP
12825,Growing
12826,VIP
12829,AtRisk
12831,Growing
12835,Growing
12836,VIP
12837,AtRisk
12838,VIP
12839,VIP
12840,Growing
12841,VIP
12842,Active
12843,VIP
12844,Growing
12846,AtRisk
12847,New
12848,AtRisk
12849,VIP
12850,New
12851,Normal
12853,Growing
12854,AtRisk
12855,Active
12857,Growing
12858,New
12859,Normal
12860,AtRisk
12861,AtRisk
12862,Active
12863,VIP
12864,Normal
12865,VIP
12866,Growing
12867,VIP
12868,Active
12869,AtRisk
12870,VIP
12871,New
12872,VIP
12873,VIP
12874,Active
12875,Growing
12876,VIP
12877,Active
12880,Active
12887,New
12889,Active
12890,New
12891,Growing
12892,New
12894,AtRisk
12897,Active
12898,Growing
12899,New
12900,New
12903,New
12905,AtRisk
12907,Active
12908,Active
12909,Active
12910,VIP
12911,AtRisk
12913,VIP
12914,New
12915,Active
12916,Growing
12917,VIP
12918,AtRisk
12920,AtRisk
12921,VIP
12923,Active
12924,VIP
12925,AtRisk
12926,VIP
12927,New
12928,VIP
12931,VIP
12932,Growing
12933,Active
12934,AtRisk
12935,VIP
12937,Growing
12939,VIP
12941,AtRisk
12942,New
12943,AtRisk
12945,AtRisk
12946,New
12947,New
12948,AtRisk
12949,VIP
12951,VIP
12953,Normal
12954,AtRisk
12956,AtRisk
12957,Growing
12958,Active
12959,Normal
12960,Active
12961,New
12963,VIP
12964,New
12967,VIP
12969,AtRisk
12970,Active
12971,VIP
12972,Active
12973,New
12974,AtRisk
12975,Growing
12976,VIP
12977,Growing
12978,VIP
12979,AtRisk
12980,VIP
12982,VIP
12983,AtRisk
12986,Growing
12987,Active
12989,VIP
12990,Active
12991,New
12992,AtRisk
12993,Growing
12996,New
12997,Active
12998,Growing
13000,AtRisk
13001,VIP
13002,Active
13004,VIP
13005,Growing
13007,AtRisk
13008,Active
13009,AtRisk
13010,Active
13011,New
13012,Growing
13013,VIP
13014,New
13015,Growing
13018,VIP
13019,Active
13020,AtRisk
13021,VIP
13022,New
13023,Normal
13024,Growing
13025,AtRisk
13026,Growing
13027,VIP
13029,Active
13030,New
13031,VIP
13032,VIP
13033,New
13034,Active
13035,New
13036,AtRisk
13037,VIP
13039,AtRisk
13041,Growing
13042,AtRisk
13044,Growing
13045,Active
13046,Normal
13047,VIP
13048,Growing
13049,Active
13050,VIP
13051,AtRisk
13052,VIP
13053,AtRisk
13055,New
13056,AtRisk
13057,Growing
13059,VIP
13063,Normal
13064,AtRisk
13065,Active
13067,Active
13069,VIP
13070,Growing
13071,AtRisk
13073,Active
13074,Growing
13076,Normal
13077,VIP
13078,VIP
13079,New
13080,Active
13081,VIP
13082,VIP
13083,New
13084,Normal
13085,AtRisk
13086,New
13087,AtRisk
13088,New
13089,VIP
13090,VIP
13091,AtRisk
13092,VIP
13093,VIP
13094,Active
13096,New
13097,VIP
13101,Growing
13102,VIP
13103,Growing
13104,Active
13105,New
13106,New
13107,VIP
13108,Active
13109,AtRisk
13110,Growing
13111,AtRisk
13112,Normal
13113,VIP
13114,AtRisk
13115,VIP
13117,VIP
13118,Active
13119,AtRisk
13123,Growing
13124,New
13125,Normal
13126,VIP
13128,AtRisk
13129,Growing
13131,VIP
13133,Normal
13134,Active
13135,Normal
13136,VIP
13137,VIP
13138,Active
13139,New
13140,Active
13141,VIP
13143,AtRisk
13144,New
13145,Active
13148,VIP
13150,Growing
13151,AtRisk
13152,VIP
13154,VIP
13155,Active
13156,VIP
13157,VIP
13158,New
13161,Normal
13162,VIP
13163,AtRisk
13164,AtRisk
13165,New
13166,New
13167,New
13168,Normal
13169,AtRisk
13172,New
13173,VIP
13174,VIP
13175,AtRisk
13177,New
13178,VIP
13179,AtRisk
13180,AtRisk
13181,New
13183,VIP
13187,AtRisk
13190,Growing
13191,AtRisk
13192,Growing
13194,New
13195,New
13196,Growing
13197,AtRisk
13198,VIP
13199,VIP
13201,Growing
13202,VIP
13203,VIP
13204,AtRisk
13205,New
13206,VIP
13207,Growing
13208,Growing
13209,Growing
13211,VIP
13213,VIP
13214,VIP
13215,New
13217,AtRisk
13219,AtRisk
13220,AtRisk
13222,AtRisk
13223,Active
13225,VIP
13226,New
13230,VIP
13233,Active
13234,AtRisk
13237,New
13238,Growing
13239,Growing
13240,Active
13241,New
13242,Growing
13243,Growing
13245,New
13246,Active
13249,Active
13250,Growing
13251,New
13252,Active
13253,Growing
13254,New
13255,Active
13257,New
13258,Active
13259,Active
13262,Active
13263,Active
13264,New
13266,VIP
13267,VIP
13269,VIP
13270,New
13274,New
13275,Active
13276,Active
13277,Active
13278,Active
13280,VIP
13281,New
13282,New
13283,AtRisk
13285,AtRisk
13286,AtRisk
13287,AtRisk
13288,Growing
13289,AtRisk
13290,New
13291,VIP
13292,Active
13293,Active
13294,AtRisk
13295,Active
13296,Active
13297,VIP
13299,Active
13300,Active
13302,Normal
13303,New
13304,Growing
13305,VIP
13306,New
13307,Growing
13308,AtRisk
13309,New
13310,Active
13312,New
13313,Growing
13315,AtRisk
13316,VIP
13317,VIP
13319,VIP
13320,Growing
13324,Growing
13326,New
13327,VIP
13329,VIP
13330,Growing
13331,New
13333,Active
13334,Growing
13337,AtRisk
13338,Growing
13340,VIP
13346,Growing
13357,Growing
13359,New
13360,Growing
13361,Growing
13362,VIP
13363,New
13367,New
13368,Active
13369,New
13370,New
13371,Growing
13373,VIP
13374,Active
13375,New
13377,VIP
13380,New
13381,VIP
13382,Growing
13383,Normal
13384,VIP
13386,Active
13387,New
13388,AtRisk
13392,AtRisk
13393,AtRisk
13394,VIP
13395,Active
13397,Growing
13398,New
13399,Growing
13400,AtRisk
13402,Active
13403,Active
13405,Growing
13406,Growing
13407,AtRisk
13408,VIP
13410,Active
13412,AtRisk
13413,AtRisk
13414,Growing
13415,Growing
13416,AtRisk
13417,AtRisk
13418,VIP
13421,VIP
13423,New
13424,New
13425,Growing
13426,VIP
13427,Growing
13428,Growing
13431,VIP
13432,AtRisk
13433,Growing
13434,Active
13435,Active
13438,AtRisk
13439,Active
13440,Active
13441,New
13442,AtRisk
13443,Growing
13444,Active
13445,AtRisk
13446,Growing
13448,VIP
13450,VIP
13451,VIP
13452,Normal
13453,New
13454,AtRisk
13455,VIP
13457,AtRisk
13458,VIP
13459,AtRisk
13461,VIP
13462,Active
13464,VIP
13465,Growing
13466,Active
13468,VIP
13469,AtRisk
13472,Growing
13473,AtRisk
13474,Growing
13476,Active
13477,Growing
13478,Growing
13479,Growing
13480,Active
13481,VIP
13482,AtRisk
13484,Active
13485,VIP
13487,Growing
13488,VIP
13490,AtRisk
13491,VIP
13495,VIP
13497,Active
13498,AtRisk
13500,New
13501,Growing
13502,Active
13503,Growing
13506,Active
13508,AtRisk
13509,Normal
13510,VIP
13511,AtRisk
13512,Active
13513,Growing
13514,Growing
13515,Growing
13516,New
13519,New
13520,VIP
13523,Active
13526,AtRisk
13527,VIP
13530,AtRisk
13531,Active
13534,VIP
13535,New
13537,Active
13538,VIP
13539,Active
13540,Growing
13541,Growing
13542,VIP
13543,AtRisk
13544,Active
13545,Active
13546,Active
13547,New
13548,Normal
13549,New
13550,New
13551,AtRisk
13552,Growing
13553,AtRisk
13554,VIP
13555,VIP
13556,Growing
13557,VIP
13559,Growing
13561,VIP
13562,VIP
13564,VIP
13565,New
13566,Growing
13567,Growing
13569,Active
13571,VIP
13573,Active
13574,New
13576,VIP
13577,VIP
13578,New
13579,Active
13580,New
13581,New
13582,Active
13583,AtRisk
13584,Growing
13585,Growing
13586,Normal
13587,Growing
13589,Growing
13590,VIP
13591,Growing
13593,VIP
13594,Normal
13595,Growing
13597,Active
13598,Growing
13599,VIP
13600,AtRisk
13601,Active
13602,Active
13604,AtRisk
13605,Active
13607,New
13608,Normal
13609,AtRisk
13610,Active
13611,VIP
13612,AtRisk
13613,Growing
13614,Active
13615,VIP
13616,AtRisk
13617,Active
13619,Growing
13620,Normal
13622,AtRisk
13623,VIP
13624,New
13625,AtRisk
13626,New
13627,Growing
13628,AtRisk
13629,VIP
13632,VIP
13634,VIP
13635,Growing
13639,New
13640,AtRisk
13641,AtRisk
13642,Growing
13643,VIP
13646,Active
13647,Growing
13648,VIP
13649,Active
13650,VIP
13651,New
13652,VIP
13653,Normal
13654,VIP
13655,Active
13656,Growing
13658,VIP
13659,VIP
13660,New
13661,AtRisk
13662,Active
13663,VIP
13665,VIP
13666,Active
13668,VIP
13669,New
13671,New
13672,AtRisk
13674,New
13676,Growing
13677,Active
13679,Growing
13680,Growing
13683,Normal
13684,Active
13686,Active
13687,New
13688,AtRisk
13689,New
13691,New
13692,VIP
13693,VIP
13694,VIP
13695,AtRisk
13696,VIP
13698,AtRisk
13699,AtRisk
13700,Active
13701,New
13702,New
13703,New
13705,Active
13706,AtRisk
13707,Growing
13709,Growing
13710,Active
13711,VIP
13712,AtRisk
13713,Active
13714,Normal
13715,VIP
13717,Growing
13719,VIP
13721,New
13722,VIP
13723,Active
13724,AtRisk
13727,AtRisk
13728,VIP
13729,Growing
13733,Active
13734,Growing
13735,VIP
13736,VIP
13738,New
13739,Normal
13740,Active
13745,AtRisk
13746,New
13747,Active
13748,Active
13750,VIP
13752,Normal
13753,AtRisk
13754,New
13756,VIP
13757,AtRisk
13758,VIP
13760,Active
13761,Growing
13762,AtRisk
13763,VIP
13764,AtRisk
13765,AtRisk
13766,Normal
13767,VIP
13768,AtRisk
13769,VIP
13770,Active
13771,Growing
13772,VIP
13773,Active
13775,AtRisk
13776,Growing
13777,VIP
13778,Growing
13779,Normal
13780,New
13781,AtRisk
13782,Growing
13783,Growing
13784,Growing
13785,Growing
13786,VIP
13787,Growing
13788,Normal
13789,New
13792,New
13793,AtRisk
13794,AtRisk
13795,Active
13796,Normal
13797,Growing
13798,VIP
13799,Growing
13800,Growing
13802,VIP
13803,Growing
13804,Growing
13807,Active
13809,Active
13813,Growing
13814,Normal
13815,VIP
13818,New
13819,AtRisk
13820,Active
13821,Active
13823,VIP
13824,VIP
13825,AtRisk
13829,New
13830,AtRisk
13831,VIP
13832,New
13833,New
13834,AtRisk
13835,Growing
13836,Active
13838,Active
13839,Normal
13840,New
13842,VIP
13843,New
13846,New
13847,AtRisk
13848,VIP
13849,VIP
13851,VIP
13852,AtRisk
13854,VIP
13855,Growing
13856,Growing
13857,Active
13859,Normal
13861,Growing
13862,New
13863,Growing
13864,New
13869,VIP
13870,VIP
13871,Growing
13872,Growing
13873,Active
13874,Growing
13875,VIP
13877,Growing
13878,AtRisk
13879,AtRisk
13880,Active
13881,VIP
13883,VIP
13884,Active
13888,VIP
13889,VIP
13890,Active
13891,Active
13892,Growing
13895,Growing
13896,AtRisk
13897,Growing
13898,New
13900,Active
13901,VIP
13902,AtRisk
13903,New
13905,AtRisk
13906,New
13907,AtRisk
13909,Active
13911,VIP
13912,New
13913,Normal
13915,New
13916,Growing
13919,Active
13920,Growing
13921,Active
13922,Growing
13927,New
13929,VIP
13931,VIP
13935,AtRisk
13936,Active
13937,New
13939,Growing
13941,VIP
13942,Normal
13943,AtRisk
13944,AtRisk
13945,Active
13946,Active
13948,Active
13952,VIP
13953,VIP
13955,New
13957,Active
13958,VIP
13959,Active
13961,New
13962,New
13963,VIP
13964,Active
13965,Growing
13966,New
13967,New
13968,New
13969,VIP
13970,Active
13971,VIP
13974,AtRisk
13975,VIP
13976,Growing
13977,New
13979,VIP
13980,Growing
13981,New
13982,VIP
13983,VIP
13984,Active
13985,VIP
13987,Active
13988,Active
13989,Growing
13992,Active
13993,VIP
13995,VIP
13996,Active
13997,Growing
13998,Growing
13999,VIP
14000,Active
14001,VIP
14003,AtRisk
14004,VIP
14006,Growing
14007,Normal
14008,New
14009,Normal
14010,AtRisk
14011,Growing
14013,Active
14014,VIP
14016,VIP
14017,AtRisk
14018,AtRisk
14020,Growing
14021,Active
14022,Normal
14024,New
14025,Growing
14026,Growing
14028,AtRisk
14030,VIP
14031,VIP
14032,VIP
14033,AtRisk
14035,VIP
14037,Growing
14038,VIP
14039,AtRisk
14040,VIP
14042,AtRisk
14043,Growing
14044,VIP
14045,VIP
14047,VIP
14048,Active
14049,VIP
14051,VIP
14052,New
14053,Active
14055,AtRisk
14057,VIP
14058,Growing
14060,VIP
14061,Growing
14062,VIP
14063,Growing
14064,Growing
14065,Active
14068,AtRisk
14069,Growing
14070,AtRisk
14072,AtRisk
14074,AtRisk
14075,Active
14077,New
14078,Active
14079,AtRisk
14080,Active
14081,VIP
14082,New
14083,Active
14084,Normal
14085,VIP
14086,Normal
14087,Active
14088,VIP
14091,AtRisk
14092,VIP
14094,New
14095,AtRisk
14097,Growing
14099,VIP
14101,VIP
14104,Active
14105,VIP
14106,AtRisk
14107,Growing
14108,AtRisk
14110,Growing
14112,Growing
14113,VIP
14114,Active
14115,Growing
14118,New
14119,Active
14122,Active
14123,AtRisk
14126,New
14127,Active
14128,AtRisk
14129,VIP
14130,Active
14131,AtRisk
14133,AtRisk
14134,VIP
14135,VIP
14136,VIP
14137,AtRisk
14139,Growing
14142,Active
14144,Normal
14145,Growing
14146,VIP
14147,VIP
14148,New
14151,AtRisk
14152,Active
14153,Normal
14154,VIP
14156,VIP
14157,Active
14159,VIP
14160,AtRisk
14161,VIP
14163,Normal
14166,Growing
14167,Growing
14168,Active
14169,Growing
14170,Active
14171,AtRisk
14172,AtRisk
14173,AtRisk
14175,VIP
14176,Active
14177,VIP
14180,VIP
14181,Active
14182,Growing
14183,Active
14186,Growing
14187,Normal
14189,Active
14190,AtRisk
14191,Active
14192,New
14193,New
14194,VIP
14195,Growing
14197,New
14198,Active
14199,Active
14200,AtRisk
14201,Active
14202,Active
14203,New
14204,Active
14205,VIP
14206,Active
14207,AtRisk
14208,AtRisk
14209,VIP
14210,VIP
14211,VIP
14212,New
14213,New
14215,VIP
14216,New
14217,Active
14219,Active
14220,AtRisk
14221,Growing
14224,Active
14225,Growing
14226,New
14227,VIP
14228,Growing
14229,Active
14230,Growing
14231,New
14233,Growing
14235,Growing
14236,Active
14237,Active
14238,AtRisk
14239,Growing
14240,New
14241,AtRisk
14243,VIP
14244,AtRisk
14247,Active
14248,Growing
14249,VIP
14252,New
14253,Growing
14254,New
14255,AtRisk
14256,Growing
14257,VIP
14258,VIP
14260,Growing
14263,New
14264,Active
14265,Growing
14266,New
14268,Normal
14269,New
14271,New
14272,AtRisk
14274,AtRisk
14275,Active
14276,Active
14277,VIP
14278,New
14279,Growing
14281,New
14282,VIP
14283,Growing
14284,AtRisk
14285,Growing
14286,VIP
14290,VIP
14291,VIP
14292,VIP
14293,VIP
14294,New
14295,Growing
14296,Active
14298,VIP
14299,VIP
14301,Active
14302,Growing
14303,Active
14304,Active
14306,Active
14307,VIP
14308,AtRisk
14309,VIP
14310,New
14311,AtRisk
14312,VIP
14314,New
14315,AtRisk
14316,Active
14318,Normal
14319,New
14320,AtRisk
14321,Growing
14322,Growing
14324,Active
14325,AtRisk
14326,Growing
14327,VIP
14328,New
14329,VIP
14330,AtRisk
14332,Active
14334,VIP
14338,Normal
14339,New
14341,VIP
14342,Growing
14343,Active
14344,VIP
14346,Active
14347,AtRisk
14350,Active
14353,Active
14355,Active
14358,Active
14361,AtRisk
14363,Active
14365,Active
14366,Normal
14369,AtRisk
14370,Growing
14372,Growing
14374,Normal
14375,Growing
14376,AtRisk
14378,AtRisk
14379,Active
14380,AtRisk
14381,New
14382,New
14384,Normal
14388,VIP
14389,Active
14390,VIP
14391,AtRisk
14392,New
14394,AtRisk
14395,VIP
14396,VIP
14398,Active
14399,VIP
14400,Active
14401,VIP
14402,AtRisk
14403,AtRisk
14404,VIP
14405,New
14408,Growing
14409,VIP
14410,VIP
14412,New
14413,Active
14414,New
14415,VIP
14417,New
14419,New
14420,Active
14421,Growing
14422,VIP
14423,Growing
14425,Growing
14426,VIP
14427,Growing
14429,New
14430,Growing
14431,VIP
14433,Normal
14435,Normal
14436,AtRisk
14437,Active
14439,Growing
14440,VIP
14441,VIP
14442,VIP
14443,Active
14444,Normal
14445,New
14446,New
14447,New
14449,VIP
14450,Active
14451,VIP
14452,Active
14454,Active
14455,Growing
14458,New
14459,AtRisk
14460,Active
14461,VIP
14462,New
14463,Normal
14464,AtRisk
14465,Growing
14466,VIP
14467,VIP
14468,AtRisk
14469,VIP
14470,New
14471,AtRisk
14472,AtRisk
14474,AtRisk
14475,New
14477,Growing
14478,Active
14479,Active
14480,Active
14481,VIP
14482,VIP
14483,AtRisk
14484,Active
14486,Growing
14487,Active
14489,Growing
14490,Active
14491,New
14492,Growing
14493,VIP
14494,Active
14495,AtRisk
14496,VIP
14497,AtRisk
14498,VIP
14499,Active
14505,VIP
14506,Active
14507,VIP
14508,Active
14509,Normal
14510,Active
14512,Active
14513,Growing
14514,Growing
14515,VIP
14516,Normal
14519,AtRisk
14521,Normal
14522,AtRisk
14524,Active
14525,Growing
14526,New
14527,VIP
14530,VIP
14531,Normal
14532,VIP
14533,VIP
14534,VIP
14535,VIP
14537,AtRisk
14538,Growing
14540,VIP
14541,Active
14543,VIP
14544,Normal
14545,AtRisk
14546,VIP
14548,Growing
14549,Active
14550,Active
14551,Active
14552,Active
14553,Active
14555,VIP
14556,AtRisk
14558,AtRisk
14559,New
14560,VIP
14562,VIP
14563,Growing
14564,Growing
14565,Normal
14566,VIP
14568,New
14569,Growing
14570,New
14571,New
14572,VIP
14573,Active
14574,AtRisk
14575,Normal
14576,New
14577,Active
14579,New
14580,Normal
14581,Normal
14583,Active
14584,Active
14585,Active
14588,AtRisk
14589,New
14590,VIP
14593,VIP
14594,New
14595,Growing
14596,AtRisk
14597,Active
14598,AtRisk
14599,Active
14600,New
14602,AtRisk
14604,AtRisk
14605,Active
14606,VIP
14607,Growing
14608,VIP
14609,Active
14610,Active
14611,Growing
14612,New
14613,AtRisk
14614,New
14615,Active
14616,Active
14617,Active
14618,Active
14619,Normal
14621,Growing
14623,Active
14624,Active
14625,VIP
14626,VIP
14627,New
14628,Growing
14630,Normal
14631,Active
14634,Growing
14635,New
14637,AtRisk
14639,VIP
14640,VIP
14643,AtRisk
14644,Active
14645,AtRisk
14646,VIP
14647,Normal
14648,VIP
14649,VIP
14650,AtRisk
14651,Active
14653,Growing
14654,AtRisk
14655,VIP
14656,Active
14657,Growing
14662,Growing
14663,Growing
14665,Growing
14667,VIP
14668,New
14669,AtRisk
14670,AtRisk
14671,AtRisk
14672,Growing
14673,VIP
14674,Normal
14675,New
14676,VIP
14677,AtRisk
14678,AtRisk
14679,Active
14680,VIP
14681,Active
14682,Growing
14683,AtRisk
14684,New
14685,AtRisk
14686,Active
14687,Active
14688,VIP
14690,Active
14692,Active
14693,Active
14694,AtRisk
14695,Growing
14696,Active
14699,Growing
14700,Active
14701,Growing
14702,VIP
14704,Active
14706,AtRisk
14707,Growing
14708,Active
14709,VIP
14710,Active
14712,New
14713,VIP
14714,Active
14715,Growing
14716,New
14717,AtRisk
14718,New
14721,New
14722,Growing
14723,Active
14724,AtRisk
14725,Active
14726,AtRisk
14727,AtRisk
14728,New
14729,Active
14732,VIP
14733,VIP
14734,Active
14735,VIP
14736,Growing
14737,New
14738,AtRisk
14739,VIP
14740,VIP
14741,Active
14742,New
14743,AtRisk
14744,VIP
14745,Growing
14746,Active
14748,VIP
14749,Normal
14750,AtRisk
14751,AtRisk
14753,Normal
14754,Active
14755,VIP
14756,VIP
14758,Active
14761,New
14762,AtRisk
14766,VIP
14767,Normal
14769,VIP
14770,Growing
14771,AtRisk
14773,AtRisk
14774,Normal
14775,New
14776,Active
14777,New
14783,AtRisk
14784,New
14786,AtRisk
14787,Normal
14788,AtRisk
14790,VIP
14791,AtRisk
14793,Normal
14794,Active
14796,VIP
14797,Normal
14798,Active
14799,AtRisk
14800,VIP
14802,Growing
14805,Active
14806,New
14807,Active
14809,AtRisk
14810,Active
14811,New
14812,AtRisk
14813,Active
14814,AtRisk
14817,VIP
14818,Growing
14819,Growing
14820,Active
14821,Active
14822,Normal
14824,VIP
14825,VIP
14826,AtRisk
14828,VIP
14829,Active
14831,AtRisk
14832,AtRisk
14833,Normal
14834,New
14835,Growing
14837,Growing
14838,Active
14839,Active
14840,Normal
14841,VIP
14843,New
14844,Growing
14845,AtRisk
14846,New
14847,Active
14848,New
14849,VIP
14850,VIP
14851,AtRisk
14852,VIP
14853,Active
14854,VIP
14855,Growing
14857,Growing
14858,Normal
14859,AtRisk
14861,Active
14865,Active
14866,VIP
14867,VIP
14868,Active
14869,VIP
14870,VIP
14871,Growing
14872,Growing
14873,AtRisk
14874,Normal
14875,New
14876,Growing
14877,Active
14878,VIP
14879,AtRisk
14882,VIP
14884,AtRisk
14885,Growing
14890,AtRisk
14891,Active
14892,AtRisk
14893,AtRisk
14894,Growing
14895,VIP
14896,VIP
14897,VIP
14898,VIP
14899,New
14900,Normal
14901,Active
14902,Active
14904,Active
14905,Active
14906,New
14907,VIP
14908,Normal
14909,Growing
14911,VIP
14912,Active
14913,VIP
14915,VIP
14916,Growing
14917,AtRisk
14918,VIP
14919,Normal
14920,AtRisk
14922,Active
14924,AtRisk
14926,Active
14927,New
14928,AtRisk
14929,New
14930,Growing
14932,Active
14933,Growing
14934,VIP
14935,AtRisk
14936,VIP
14938,AtRisk
14940,Active
14941,AtRisk
14942,Active
14943,AtRisk
14944,VIP
14945,New
14947,Active
14949,Growing
14952,VIP
14953,Active
14954,AtRisk
14955,AtRisk
14956,New
14957,AtRisk
14958,AtRisk
14961,VIP
14962,Growing
14963,VIP
14966,Active
14967,Growing
14968,Normal
14969,AtRisk
14970,VIP
14972,New
14975,New
14977,AtRisk
14978,Growing
14979,AtRisk
14980,AtRisk
14981,New
14982,AtRisk
14983,AtRisk
14984,Active
14986,Active
14987,Active
14988,VIP
14989,AtRisk
14990,AtRisk
14991,New
14992,New
14993,AtRisk
14994,Active
14996,Growing
14997,AtRisk
14998,Growing
14999,AtRisk
15001,Active
15002,VIP
15003,Growing
15005,VIP
15006,New
15008,Growing
15011,Active
15012,Active
15013,Growing
15015,Growing
15016,Active
15018,New
15020,New
15021,Active
15022,AtRisk
15023,VIP
15024,VIP
15025,AtRisk
15026,Active
15027,VIP
15028,Active
15029,AtRisk
15030,VIP
15031,VIP
15032,VIP
15034,VIP
15037,Active
15038,Active
15039,VIP
15040,Normal
15041,New
15042,AtRisk
15043,Growing
15044,VIP
15046,VIP
15048,New
15050,VIP
15051,VIP
15055,Growing
15056,Normal
15057,Growing
15058,Active
15059,VIP
15061,VIP
15062,VIP
15064,Active
15065,New
15067,VIP
15068,Active
15070,Active
15071,Active
15072,Normal
15073,VIP
15074,Growing
15076,Growing
15077,Growing
15078,VIP
15079,VIP
15080,Growing
15081,VIP
15082,AtRisk
15084,Active
15085,AtRisk
15086,AtRisk
15091,AtRisk
15092,Normal
15093,VIP
15094,Growing
15095,VIP
15097,AtRisk
15100,VIP
15101,Growing
15102,Growing
15105,Growing
15107,Active
15109,AtRisk
15110,Active
15111,Active
15112,AtRisk
15114,Active
15115,AtRisk
15117,Growing
15122,VIP
15123,VIP
15124,Growing
15125,Growing
15126,Growing
15127,Normal
15128,New
15129,VIP
15131,New
15133,Active
15134,Active
15135,AtRisk
15137,Growing
15138,New
15140,New
15141,Growing
15142,VIP
15143,New
15144,VIP
15149,AtRisk
15150,Growing
15151,VIP
15152,AtRisk
15154,Growing
15155,New
15157,AtRisk
15158,New
15159,VIP
15160,Active
15161,New
15162,AtRisk
15164,Active
15165,New
15166,Normal
15167,VIP
15169,Active
15170,New
15173,VIP
15174,New
15176,AtRisk
15177,New
15179,VIP
15180,Active
