Customer ID,FirstPurchase,LastPurchase,TotalOrders,TotalQuantity,TotalRevenue,AvgOrderValue,LifeDays
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,414,708.1,708.1,0
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,523,1037.28,1037.28,0
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,174,285.29999999999995,285.29999999999995,0
12490,2009-12-01 12:52:00,2010-11-26 14:16:00,11,2842,4405.71,400.5190909090909,360
12492,2010-11-01 14:58:00,2010-11-01 14:58:00,1,252,452.0,452.0,0
12494,2010-05-12 13:52:00,2010-12-09 11:31:00,3,281,626.77,208.92333333333332,210
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,1,130,357.4,357.4,0
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2,33,54.09,27.045,0
12497,2010-03-05 09:39:00,2010-11-04 12:31:00,2,4449,5205.400000000001,2602.7000000000003,244
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,302,393.72,393.72,0
12500,2010-02-04 15:05:00,2010-09-30 18:45:00,8,699,1697.39,212.17375,238
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,1,561,1126.0,1126.0,0
12504,2010-04-22 10:24:00,2010-10-18 15:09:00,2,368,297.0,148.5,179
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,1,324,955.2,955.2,0
12507,2010-05-04 09:23:00,2010-05-04 09:23:00,1,362,539.25,539.25,0
12510,2009-12-04 13:47:00,2010-09-06 14:27:00,7,1696,4195.45,599.35,276
12511,2010-10-07 10:39:00,2010-10-07 10:39:00,1,1753,3084.02,3084.02,0
12514,2010-03-08 12:18:00,2010-03-08 12:18:00,1,400,580.08,580.08,0
12516,2010-04-19 14:14:00,2010-10-05 09:43:00,2,1077,1336.56,668.28,168
12519,2010-08-20 08:21:00,2010-08-20 08:21:00,1,212,385.7,385.7,0
12523,2009-12-07 13:46:00,2010-11-30 12:31:00,12,1410,2582.38,215.19833333333335,357
12524,2010-02-08 14:41:00,2010-11-16 09:08:00,9,3479,6640.39,737.8211111111111,280
12525,2010-03-02 14:01:00,2010-07-29 16:08:00,3,509,973.73,324.57666666666665,149
12527,2010-06-28 15:37:00,2010-08-02 12:23:00,2,292,386.8,193.4,34
12529,2010-06-29 13:10:00,2010-06-29 13:10:00,1,192,316.48,316.48,0
12530,2010-03-07 14:37:00,2010-10-20 15:15:00,5,1800,2096.98,419.396,227
12531,2010-01-22 14:17:00,2010-01-22 14:17:00,1,1074,1807.98,1807.98,0
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,2,704,1367.89,683.9449999999999,110
12537,2010-10-27 08:36:00,2010-10-27 08:36:00,1,449,732.94,732.94,0
12538,2010-11-26 13:02:00,2010-11-26 13:02:00,1,145,276.5,276.5,0
12539,2009-12-23 13:00:00,2010-09-15 09:50:00,3,2468,5646.400000000001,1882.1333333333332,265
12540,2009-12-07 16:56:00,2010-11-26 10:43:00,16,4334,8854.25,553.390625,353
12542,2010-03-09 16:26:00,2010-08-12 19:12:00,2,522,481.88,240.94,156
12543,2010-09-17 15:51:00,2010-09-17 15:51:00,1,688,980.25,980.25,0
12547,2010-07-27 13:55:00,2010-07-27 13:55:00,1,175,175.78,175.78,0
12549,2010-01-11 12:29:00,2010-05-13 12:05:00,6,1366,1575.68,262.61333333333334,121
12553,2010-10-12 13:35:00,2010-11-19 12:18:00,2,360,916.47,458.235,37
12554,2010-09-17 12:29:00,2010-09-17 12:29:00,1,240,468.5,468.5,0
12555,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,129.23,129.23,0
12557,2009-12-17 10:39:00,2010-12-03 12:20:00,4,2398,6725.18,1681.295,351
12562,2010-09-30 13:13:00,2010-11-19 09:35:00,2,548,1185.18,592.5899999999999,49
12563,2010-10-27 09:52:00,2010-10-27 09:52:00,1,113,249.24,249.24,0
12567,2010-02-11 10:30:00,2010-12-07 10:36:00,7,1781,4308.58,615.5114285714286,299
12568,2010-03-05 09:15:00,2010-03-05 09:15:00,1,48,70.0,70.0,0
12570,2010-01-26 17:28:00,2010-01-26 17:28:00,1,1,77.52,77.52,0
12573,2010-08-31 17:25:00,2010-11-23 13:01:00,4,395,556.87,139.2175,83
12575,2010-07-01 09:15:00,2010-09-08 13:09:00,2,315,622.8199999999999,311.40999999999997,69
12576,2010-07-01 13:46:00,2010-11-12 12:44:00,3,527,826.89,275.63,133
12577,2009-12-03 19:31:00,2010-11-23 14:06:00,5,725,995.9499999999999,199.19,354
12578,2010-09-22 11:19:00,2010-11-19 17:21:00,2,1184,1847.94,923.97,58
12580,2010-05-12 11:45:00,2010-05-12 11:45:00,1,331,637.2,637.2,0
12582,2010-05-11 09:55:00,2010-10-13 10:52:00,2,685,1469.04,734.52,155
12583,2009-12-06 11:57:00,2010-12-01 08:45:00,13,3924,7166.0599999999995,551.2353846153845,359
12586,2009-12-16 13:15:00,2010-11-30 10:47:00,3,608,1865.73,621.91,348
12588,2010-04-21 12:22:00,2010-11-05 12:53:00,3,385,743.88,247.96,198
12589,2010-01-19 12:26:00,2010-10-14 11:54:00,6,1458,4048.98,674.83,267
12591,2010-10-27 10:42:00,2010-11-14 14:32:00,2,449,899.3,449.65,18
12592,2010-07-08 14:06:00,2010-07-08 14:26:00,3,1585,2145.06,715.02,0
12594,2010-03-03 13:51:00,2010-11-26 12:17:00,5,991,1751.89,350.37800000000004,267
12595,2010-07-23 09:10:00,2010-07-23 09:10:00,1,271,299.02,299.02,0
12598,2010-03-01 09:58:00,2010-09-02 14:22:00,3,942,1511.01,503.67,185
12599,2010-05-11 10:42:00,2010-11-23 15:49:00,6,1233,1264.14,210.69000000000003,196
12600,2009-12-07 13:37:00,2010-12-03 12:57:00,12,640,2444.88,203.74,360
12601,2010-10-31 10:57:00,2010-10-31 10:57:00,1,45,104.19999999999999,104.19999999999999,0
12605,2010-09-07 14:21:00,2010-11-28 14:18:00,4,929,1232.95,308.2375,81
12606,2010-01-26 16:23:00,2010-01-26 16:23:00,1,1,21.0,21.0,0
12608,2010-10-31 10:49:00,2010-10-31 10:49:00,1,323,415.79,415.79,0
12609,2009-12-20 13:30:00,2010-11-30 14:48:00,6,905,2309.01,384.83500000000004,345
12613,2009-12-14 13:10:00,2010-11-16 17:17:00,5,2519,3490.69,698.138,337
12615,2010-03-18 14:09:00,2010-10-22 09:45:00,4,1941,3449.79,862.4475,217
12616,2010-11-16 11:38:00,2010-11-16 11:38:00,1,214,417.8,417.8,0
12619,2010-05-28 12:52:00,2010-05-28 12:52:00,1,140,140.14,140.14,0
12621,2010-02-09 12:01:00,2010-12-09 10:16:00,16,6493,11086.14,692.88375,302
12623,2010-01-12 11:45:00,2010-10-19 09:35:00,6,1780,3442.7400000000002,573.79,279
12625,2010-04-22 11:33:00,2010-07-18 15:56:00,2,1697,2481.06,1240.53,87
12629,2010-10-12 16:40:00,2010-11-19 09:18:00,2,722,1558.22,779.11,37
12631,2010-01-15 14:50:00,2010-09-09 14:50:00,5,1371,2841.07,568.2139999999999,237
12632,2010-05-24 09:07:00,2010-07-07 09:39:00,2,694,804.88,402.44,44
12633,2010-07-02 11:44:00,2010-11-22 13:09:00,3,2076,3514.18,1171.3933333333332,143
12634,2010-06-09 15:41:00,2010-06-22 10:05:00,2,337,490.0,245.0,12
12635,2010-09-09 10:50:00,2010-11-12 15:46:00,2,777,1241.23,620.615,64
12636,2009-12-01 09:55:00,2009-12-01 09:55:00,1,1,141.0,141.0,0
12637,2010-06-14 13:36:00,2010-11-26 13:50:00,4,1282,2318.41,579.6025,165
12638,2010-03-10 10:30:00,2010-03-10 10:30:00,1,86,249.8,249.8,0
12639,2010-03-22 09:05:00,2010-10-01 12:17:00,2,430,826.27,413.135,193
12643,2010-04-07 14:16:00,2010-11-19 12:42:00,6,2977,5005.78,834.2966666666667,225
12644,2010-01-14 13:02:00,2010-10-05 10:23:00,3,707,1440.58,480.1933333333334,263
12645,2010-02-09 10:49:00,2010-10-26 18:44:00,4,1041,1764.12,441.03,259
12647,2010-01-13 15:06:00,2010-12-07 12:28:00,27,5447,14201.53,525.9825925925926,327
12648,2010-01-07 18:38:00,2010-09-28 10:35:00,3,358,793.95,264.65000000000003,263
12649,2010-01-12 17:24:00,2010-11-22 12:57:00,5,1373,1671.1399999999999,334.22799999999995,313
12651,2010-08-31 15:21:00,2010-11-26 11:58:00,3,187,263.75,87.91666666666667,86
12652,2010-10-01 15:16:00,2010-10-01 15:16:00,1,31,97.05000000000001,97.05000000000001,0
12653,2010-07-01 09:56:00,2010-07-01 09:56:00,1,762,1950.98,1950.98,0
12655,2010-10-12 09:17:00,2010-10-12 09:17:00,1,80,261.35,261.35,0
12656,2010-05-26 09:00:00,2010-10-10 10:43:00,3,1137,2356.66,785.5533333333333,137
12661,2010-09-29 16:46:00,2010-09-29 16:46:00,1,216,162.0,162.0,0
12662,2010-04-01 09:50:00,2010-12-01 13:04:00,10,1523,3138.2400000000002,313.824,244
12663,2010-02-09 14:28:00,2010-03-25 09:40:00,2,181,239.4,119.7,43
12664,2009-12-13 10:28:00,2010-07-13 13:28:00,2,292,1188.16,594.08,212
12665,2010-02-08 15:11:00,2010-10-18 11:34:00,2,128,250.6,125.30000000000001,251
12666,2010-11-10 16:40:00,2010-11-10 16:40:00,1,370,1248.42,1248.42,0
12668,2010-01-31 15:45:00,2010-11-26 11:48:00,6,3442,7637.53,1272.9216666666666,298
12670,2010-02-11 10:13:00,2010-11-19 10:05:00,2,230,764.24,382.12,280
12671,2010-04-12 16:30:00,2010-04-12 16:30:00,1,1460,2622.481,2622.481,0
12672,2010-04-23 09:57:00,2010-04-23 09:57:00,1,60,211.15,211.15,0
12673,2010-11-03 10:46:00,2010-11-03 10:46:00,1,349,619.5,619.5,0
12675,2010-05-10 16:44:00,2010-06-04 09:49:00,2,337,958.5,479.25,24
12676,2010-08-13 13:29:00,2010-10-27 09:36:00,5,1197,1511.7,302.34,74
12677,2010-02-11 13:55:00,2010-06-02 14:30:00,2,176,395.1,197.55,111
12678,2010-01-07 16:46:00,2010-11-29 09:55:00,9,11449,16652.72,1850.3022222222223,325
12681,2009-12-13 13:31:00,2010-12-07 10:08:00,24,10060,17080.74,711.6974999999999,358
12682,2009-12-01 09:28:00,2010-12-09 14:49:00,23,5443,11745.69,510.6821739130435,373
12683,2009-12-13 15:01:00,2010-12-09 12:17:00,8,2696,4220.21,527.52625,360
12686,2010-12-03 09:51:00,2010-12-03 09:51:00,1,107,89.14,89.14,0
12687,2010-08-16 12:10:00,2010-08-16 12:12:00,2,1403,2138.91,1069.455,0
12691,2010-10-15 12:00:00,2010-10-15 12:00:00,1,51,134.6,134.6,0
12692,2010-03-12 14:02:00,2010-03-12 14:02:00,1,36,110.95,110.95,0
12693,2010-07-05 13:56:00,2010-11-08 14:57:00,3,281,847.11,282.37,126
12694,2010-10-14 19:39:00,2010-10-14 19:39:00,1,846,973.68,973.68,0
12695,2010-02-12 13:22:00,2010-06-29 16:12:00,3,234,825.02,275.00666666666666,137
12696,2010-07-19 10:02:00,2010-10-01 10:43:00,2,564,851.91,425.955,74
12698,2010-04-28 15:51:00,2010-04-28 15:51:00,1,111,339.75,339.75,0
12699,2010-10-18 12:07:00,2010-10-18 12:07:00,1,373,638.11,638.11,0
12701,2010-03-16 13:23:00,2010-06-28 13:44:00,4,1049,1648.7,412.175,104
12703,2010-01-24 12:05:00,2010-03-16 13:22:00,3,431,722.98,240.99333333333334,51
12705,2010-06-24 09:51:00,2010-11-21 13:59:00,5,3191,4893.81,978.762,150
12708,2009-12-18 10:25:00,2010-12-06 10:43:00,9,1214,2601.19,289.0211111111111,353
12709,2009-12-09 13:49:00,2010-12-08 09:49:00,20,10047,21356.82,1067.841,363
12711,2010-02-01 11:30:00,2010-04-07 11:59:00,2,770,1339.05,669.525,65
12712,2009-12-09 10:46:00,2010-12-09 11:39:00,10,1287,2797.53,279.753,365
12714,2009-12-04 10:00:00,2010-11-16 18:10:00,7,5705,9384.85,1340.6928571428573,347
12717,2010-04-28 14:34:00,2010-04-28 14:34:00,1,94,277.93,277.93,0
12720,2010-07-21 09:46:00,2010-12-05 15:21:00,6,1645,2478.94,413.1566666666667,137
12721,2010-08-25 11:07:00,2010-11-19 15:13:00,2,696,1356.95,678.4749999999999,86
12724,2010-06-22 14:00:00,2010-11-21 13:26:00,3,934,1286.11,428.7033333333333,151
12725,2010-05-04 13:59:00,2010-12-03 15:45:00,4,1142,2266.76,566.6899999999999,213
12726,2010-03-25 16:25:00,2010-11-17 16:59:00,4,1475,1405.5,351.375,237
12727,2010-02-23 09:54:00,2010-09-23 10:45:00,3,734,1698.8300000000002,566.2766666666668,212
12728,2010-11-21 11:34:00,2010-11-21 11:34:00,1,124,233.84,233.84,0
12730,2010-07-06 12:19:00,2010-07-06 12:19:00,1,234,829.25,829.25,0
12731,2010-03-02 09:23:00,2010-09-23 15:12:00,5,3204,6879.8,1375.96,205
12733,2010-01-19 13:23:00,2010-11-15 13:56:00,3,759,2040.92,680.3066666666667,300
12734,2010-11-12 13:26:00,2010-11-30 11:05:00,2,177,529.25,264.625,17
12737,2010-07-29 12:27:00,2010-07-29 12:29:00,2,2,3710.5,1855.25,0
12738,2010-12-02 18:27:00,2010-12-02 18:27:00,1,148,155.35,155.35,0
12739,2010-11-10 14:27:00,2010-11-19 09:42:00,2,465,1713.69,856.845,8
12741,2010-06-24 16:24:00,2010-06-28 14:36:00,2,214,406.07,203.035,3
12742,2010-03-24 12:43:00,2010-03-24 12:43:00,1,1359,1201.52,1201.52,0
12744,2010-04-27 16:19:00,2010-09-06 10:24:00,4,1753,4037.77,1009.4425,131
12745,2010-01-26 16:22:00,2010-08-10 10:14:00,3,468,925.41,308.46999999999997,195
12746,2010-06-17 10:41:00,2010-06-17 10:41:00,1,97,254.55,254.55,0
12747,2009-12-07 13:23:00,2010-12-05 15:38:00,16,1483,5080.53,317.533125,363
12748,2009-12-04 17:31:00,2010-12-09 13:22:00,144,13361,22879.66,158.8865277777778,369
12749,2010-07-06 15:05:00,2010-11-05 13:56:00,4,889,2806.48,701.62,121
12751,2010-09-21 12:49:00,2010-09-21 12:49:00,1,189,268.27,268.27,0
12755,2010-01-15 11:57:00,2010-12-09 10:44:00,10,2290,5218.709999999999,521.8709999999999,327
12758,2009-12-01 14:40:00,2010-09-06 13:02:00,5,4020,7111.650000000001,1422.33,278
12759,2009-12-04 10:47:00,2010-11-18 19:14:00,5,2300,3489.3,697.86,349
12760,2010-09-10 08:50:00,2010-09-10 08:50:00,1,198,347.8,347.8,0
12761,2010-09-01 10:47:00,2010-09-08 12:17:00,2,281,782.95,391.475,7
12763,2010-12-05 15:46:00,2010-12-05 15:46:00,1,196,320.08,320.08,0
12765,2010-03-08 09:43:00,2010-08-24 13:51:00,6,1009,1404.58,234.09666666666666,169
12766,2010-10-28 09:29:00,2010-12-08 13:53:00,3,1800,3078.65,1026.2166666666667,41
12767,2010-11-29 09:38:00,2010-11-29 09:38:00,1,598,949.82,949.82,0
12768,2010-09-15 12:08:00,2010-09-15 12:08:00,1,102,168.69000000000003,168.69000000000003,0
12770,2010-09-09 11:43:00,2010-09-09 11:43:00,1,1100,1895.0,1895.0,0
12771,2010-08-11 11:51:00,2010-08-11 11:51:00,1,104,282.3,282.3,0
12773,2010-05-24 17:30:00,2010-05-24 17:30:00,1,109,124.25,124.25,0
12774,2010-06-22 10:38:00,2010-06-22 10:38:00,1,53,98.7,98.7,0
12775,2010-10-26 14:24:00,2010-11-16 15:14:00,2,206,300.08,150.04,21
12776,2010-02-10 12:11:00,2010-02-10 12:11:00,1,46,55.5,55.5,0
12777,2010-09-08 11:35:00,2010-09-08 11:35:00,1,458,519.45,519.45,0
12778,2010-04-16 09:57:00,2010-11-08 10:51:00,3,910,953.45,317.81666666666666,206
12779,2009-12-03 07:25:00,2010-12-03 13:40:00,7,1617,2740.91,391.5585714285714,365
12780,2010-04-20 09:40:00,2010-04-20 09:40:00,1,285,337.4,337.4,0
12782,2010-07-08 13:31:00,2010-11-30 11:37:00,6,931,2287.32,381.22,144
12784,2010-06-28 13:06:00,2010-06-28 13:06:00,1,582,1230.33,1230.33,0
12785,2009-12-08 13:56:00,2010-06-22 12:16:00,2,322,788.45,394.225,195
12786,2010-04-09 12:12:00,2010-04-09 12:12:00,1,324,728.5,728.5,0
12787,2010-10-22 14:57:00,2010-10-22 14:57:00,1,249,398.52,398.52,0
12788,2010-06-29 13:05:00,2010-09-02 14:21:00,4,194,444.9,111.225,65
12789,2010-01-15 12:06:00,2010-07-15 12:43:00,2,32,181.5,90.75,181
12790,2010-10-25 13:04:00,2010-10-25 13:04:00,1,140,266.93,266.93,0
12791,2010-03-25 17:29:00,2010-12-01 11:27:00,6,353,863.51,143.91833333333332,250
12792,2010-06-23 10:49:00,2010-06-23 10:49:00,1,177,426.47,426.47,0
12793,2010-11-03 13:05:00,2010-12-03 15:14:00,2,231,471.85,235.925,30
12796,2010-03-21 15:49:00,2010-03-21 15:49:00,1,182,381.0,381.0,0
12797,2010-10-11 12:53:00,2010-12-09 10:55:00,2,215,552.08,276.04,58
12798,2010-10-14 12:27:00,2010-10-14 12:27:00,1,3199,1533.8899999999999,1533.8899999999999,0
12799,2010-06-28 15:57:00,2010-06-28 15:57:00,1,137,219.35,219.35,0
12800,2010-02-01 11:02:00,2010-08-26 14:11:00,3,284,584.25,194.75,206
12801,2010-07-27 09:38:00,2010-07-27 09:38:00,1,505,1071.82,1071.82,0
12802,2010-05-25 09:34:00,2010-09-23 10:23:00,6,1658,1988.84,331.4733333333333,121
12803,2010-11-11 14:57:00,2010-11-11 14:57:00,1,872,1092.81,1092.81,0
12804,2010-07-27 13:52:00,2010-08-31 11:58:00,2,271,327.02,163.51,34
12805,2010-02-03 09:06:00,2010-11-23 12:27:00,4,593,1434.95,358.7375,293
12806,2010-04-30 10:44:00,2010-09-30 13:34:00,4,2087,2878.96,719.74,153
12807,2010-11-21 14:21:00,2010-11-21 14:21:00,1,145,330.35,330.35,0
12808,2010-09-03 10:24:00,2010-12-06 10:27:00,3,187,422.45,140.8166666666667,94
12809,2010-03-02 14:19:00,2010-05-23 11:08:00,2,298,1266.63,633.315,81
12810,2010-02-01 09:52:00,2010-06-23 10:53:00,2,389,534.99,267.495,142
12811,2010-10-08 12:20:00,2010-11-26 09:49:00,2,205,519.05,259.525,48
12813,2010-01-15 16:52:00,2010-07-26 09:50:00,3,1141,1687.8,562.6,191
12817,2010-10-01 08:57:00,2010-11-05 08:28:00,2,166,524.94,262.47,34
12819,2010-09-07 15:20:00,2010-09-07 15:20:00,1,344,540.52,540.52,0
